Customer_ID,Gender,Age,Income_Bracket,Employment_Type,Marital_Status,City,Education_Level,Preferred_Travel_Mode,Preferred_Travel_Season,Travel_Purpose,Booking_Method,Has_Traveled_Abroad,Frequent_Traveler,Has_Children,Credit_Card_Holder,Internet_Usage,Social_Media_Usage,Travel_Insurance_Awareness,Purchased_Travel_Plan
8648,Female,40,<3 LPA,Salaried,Married,Mumbai,Graduate,Own Vehicle,Summer,Leisure,Online,No,No,No,No,Medium,Medium,Aware,0
8649,Male,36,10-15 LPA,Salaried,Single,Pune,Graduate,Train,Monsoon,Leisure,Online,No,No,Yes,No,High,Medium,Aware,1
8650,Female,23,10-15 LPA,Salaried,Single,Ahmedabad,Post-Graduate,Flight,Summer,Leisure,Online,No,Yes,No,Yes,Medium,High,Not Aware,1
8651,Female,57,3-6 LPA,Salaried,Single,Kolkata,Graduate,Bus,Monsoon,Leisure,Online,No,No,No,Yes,High,High,Not Aware,0
8652,Female,60,3-6 LPA,Salaried,Married,Pune,Graduate,Bus,Winter,Leisure,Online,No,No,No,Yes,Medium,Medium,Aware,0
8653,Male,45,<3 LPA,Salaried,Married,Pune,High School,Train,Monsoon,Pilgrimage,Offline Agent,No,Yes,Yes,Yes,Medium,Medium,Aware,1
8654,Male,43,<3 LPA,Salaried,Married,Pune,High School,Flight,Summer,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
8655,Male,21,3-6 LPA,Salaried,Married,Pune,Graduate,Train,Monsoon,Business,Online,No,No,No,Yes,High,Medium,Aware,0
8656,Female,53,<3 LPA,Self-Employed,Divorced,Delhi,Post-Graduate,Train,Monsoon,Leisure,Online,No,No,No,No,Medium,Medium,Aware,0
8657,Male,35,<3 LPA,Unemployed,Single,Delhi,Graduate,Bus,Winter,Leisure,Offline Agent,No,No,No,Yes,Medium,Medium,Aware,0
8658,Female,37,10-15 LPA,Self-Employed,Single,Delhi,Graduate,Train,Summer,Business,Online,No,Yes,Yes,No,High,High,Not Aware,1
8659,Male,54,6-10 LPA,Self-Employed,Single,Pune,Post-Graduate,Flight,Monsoon,Business,Online,No,Yes,No,No,Low,Medium,Aware,1
8660,Male,37,6-10 LPA,Unemployed,Single,Delhi,Post-Graduate,Flight,Summer,Leisure,Online,No,No,Yes,No,High,Medium,Not Aware,0
8661,Male,24,<3 LPA,Salaried,Single,Bangalore,Graduate,Flight,Monsoon,Family Visit,Online,No,Yes,Yes,No,Medium,Medium,Not Aware,1
8662,Male,33,10-15 LPA,Salaried,Single,Hyderabad,Doctorate,Flight,Summer,Business,Online,No,No,No,No,Medium,Medium,Aware,1
8663,Female,24,10-15 LPA,Salaried,Single,Pune,Graduate,Bus,Summer,Leisure,Direct Booking,No,Yes,No,No,Medium,High,Aware,1
8664,Male,27,6-10 LPA,Salaried,Married,Mumbai,Graduate,Bus,Summer,Family Visit,Online,No,Yes,No,No,High,Medium,Not Aware,1
8665,Male,29,>15 LPA,Self-Employed,Single,Kolkata,Post-Graduate,Bus,Winter,Leisure,Online,Yes,Yes,Yes,Yes,Low,High,Not Aware,1
8666,Female,43,10-15 LPA,Salaried,Married,Kolkata,Graduate,Bus,Winter,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
8667,Female,53,6-10 LPA,Student,Married,Pune,Graduate,Flight,Summer,Business,Online,No,Yes,Yes,No,Low,Medium,Aware,1
8668,Male,53,6-10 LPA,Salaried,Single,Mumbai,High School,Flight,Summer,Family Visit,Direct Booking,No,Yes,Yes,No,Medium,Low,Aware,1
8669,Male,40,<3 LPA,Unemployed,Married,Mumbai,Graduate,Train,Winter,Leisure,Online,Yes,No,Yes,Yes,Medium,Low,Aware,0
8670,Female,24,3-6 LPA,Unemployed,Married,Bangalore,High School,Train,Monsoon,Family Visit,Offline Agent,No,No,Yes,No,Low,Low,Not Aware,0
8671,Female,21,<3 LPA,Unemployed,Single,Bangalore,Graduate,Bus,Summer,Business,Online,Yes,No,Yes,No,Medium,High,Not Aware,0
8672,Female,54,<3 LPA,Student,Single,Chennai,Graduate,Train,Summer,Family Visit,Online,Yes,No,No,No,High,Medium,Aware,0
8673,Male,47,<3 LPA,Salaried,Married,Bangalore,High School,Bus,Winter,Pilgrimage,Online,No,Yes,Yes,No,High,Medium,Aware,1
8674,Male,41,10-15 LPA,Student,Married,Delhi,Graduate,Bus,Monsoon,Family Visit,Online,No,No,Yes,No,Medium,High,Aware,1
8675,Male,44,3-6 LPA,Salaried,Married,Pune,Graduate,Bus,Summer,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,0
8676,Female,35,>15 LPA,Student,Single,Hyderabad,Post-Graduate,Own Vehicle,Summer,Business,Online,No,No,Yes,No,Medium,Medium,Not Aware,0
8677,Female,55,6-10 LPA,Salaried,Married,Mumbai,Post-Graduate,Train,Summer,Family Visit,Online,No,No,Yes,No,Medium,Medium,Not Aware,0
8678,Female,45,3-6 LPA,Salaried,Married,Ahmedabad,Graduate,Train,Summer,Business,Direct Booking,Yes,Yes,Yes,No,Medium,Low,Aware,1
8679,Male,29,3-6 LPA,Unemployed,Married,Bangalore,Graduate,Bus,Winter,Business,Online,No,No,No,No,Medium,Medium,Not Aware,0
8680,Female,37,3-6 LPA,Salaried,Married,Hyderabad,Graduate,Flight,Monsoon,Leisure,Online,No,No,Yes,No,Medium,Medium,Not Aware,0
8681,Male,41,>15 LPA,Salaried,Single,Delhi,High School,Own Vehicle,Monsoon,Family Visit,Online,No,No,No,No,Medium,Medium,Aware,1
8682,Female,33,10-15 LPA,Salaried,Single,Bangalore,Graduate,Train,Summer,Family Visit,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
8683,Male,23,<3 LPA,Student,Single,Bangalore,Graduate,Flight,Monsoon,Family Visit,Online,No,No,Yes,Yes,High,High,Aware,1
8684,Male,24,>15 LPA,Self-Employed,Married,Hyderabad,Graduate,Bus,Monsoon,Family Visit,Online,No,Yes,No,Yes,Low,Medium,Aware,1
8685,Female,24,6-10 LPA,Self-Employed,Single,Kolkata,Graduate,Bus,Monsoon,Family Visit,Direct Booking,No,Yes,Yes,No,High,High,Not Aware,1
8686,Male,48,<3 LPA,Student,Married,Pune,High School,Train,Summer,Leisure,Online,No,No,Yes,No,High,High,Aware,0
8687,Female,27,6-10 LPA,Salaried,Married,Kolkata,Graduate,Train,Monsoon,Family Visit,Online,No,No,No,Yes,Low,Medium,Aware,0
8688,Male,46,6-10 LPA,Self-Employed,Single,Ahmedabad,Graduate,Own Vehicle,Monsoon,Pilgrimage,Online,No,No,Yes,No,Low,Low,Not Aware,0
8689,Female,31,3-6 LPA,Student,Married,Ahmedabad,Doctorate,Train,Summer,Family Visit,Online,No,Yes,No,Yes,High,Medium,Not Aware,1
8690,Female,44,10-15 LPA,Self-Employed,Married,Ahmedabad,Post-Graduate,Own Vehicle,Winter,Business,Offline Agent,No,No,Yes,Yes,Medium,Medium,Aware,1
8691,Male,30,<3 LPA,Salaried,Married,Delhi,Graduate,Bus,Winter,Pilgrimage,Direct Booking,No,No,No,Yes,Low,High,Aware,0
8692,Female,57,3-6 LPA,Salaried,Married,Bangalore,Post-Graduate,Flight,Winter,Leisure,Direct Booking,No,No,No,Yes,Medium,Low,Not Aware,1
8693,Male,33,<3 LPA,Salaried,Married,Hyderabad,Post-Graduate,Flight,Winter,Leisure,Online,No,No,No,Yes,High,Medium,Aware,1
8694,Female,59,>15 LPA,Salaried,Single,Ahmedabad,Graduate,Own Vehicle,Monsoon,Pilgrimage,Offline Agent,No,No,Yes,Yes,High,Medium,Not Aware,0
8695,Female,39,10-15 LPA,Salaried,Married,Delhi,Graduate,Own Vehicle,Summer,Business,Online,No,Yes,No,Yes,Low,Low,Aware,1
8696,Female,39,<3 LPA,Salaried,Married,Bangalore,Graduate,Train,Winter,Leisure,Online,No,No,No,No,Medium,Medium,Not Aware,0
8697,Female,32,3-6 LPA,Salaried,Married,Kolkata,Graduate,Train,Summer,Leisure,Offline Agent,Yes,No,No,Yes,High,Medium,Aware,0
8698,Male,42,<3 LPA,Salaried,Married,Bangalore,High School,Train,Winter,Family Visit,Online,No,Yes,No,No,Medium,Medium,Not Aware,1
8699,Female,57,10-15 LPA,Student,Single,Ahmedabad,Post-Graduate,Flight,Monsoon,Family Visit,Direct Booking,No,Yes,Yes,Yes,Low,Medium,Aware,1
8700,Female,50,<3 LPA,Student,Single,Mumbai,Graduate,Train,Summer,Leisure,Direct Booking,No,No,Yes,No,Medium,High,Aware,0
8701,Male,32,10-15 LPA,Salaried,Married,Chennai,High School,Train,Winter,Leisure,Online,Yes,No,Yes,Yes,Low,High,Aware,1
8702,Male,49,>15 LPA,Self-Employed,Single,Delhi,Post-Graduate,Bus,Monsoon,Family Visit,Online,No,No,Yes,No,Medium,High,Aware,1
8703,Male,41,6-10 LPA,Unemployed,Married,Hyderabad,Post-Graduate,Own Vehicle,Monsoon,Pilgrimage,Online,No,No,Yes,Yes,Medium,Medium,Not Aware,0
8704,Male,31,3-6 LPA,Self-Employed,Single,Mumbai,Post-Graduate,Train,Monsoon,Business,Online,No,No,Yes,Yes,Low,High,Aware,0
8705,Male,57,3-6 LPA,Unemployed,Married,Bangalore,Post-Graduate,Bus,Winter,Business,Online,No,No,Yes,Yes,High,Medium,Aware,0
8706,Male,38,3-6 LPA,Salaried,Married,Hyderabad,Graduate,Flight,Summer,Leisure,Online,No,No,Yes,Yes,Medium,Low,Not Aware,1
8707,Female,47,6-10 LPA,Student,Married,Mumbai,Graduate,Train,Winter,Business,Online,Yes,No,No,Yes,Medium,High,Aware,0
8708,Male,57,6-10 LPA,Salaried,Married,Mumbai,High School,Flight,Monsoon,Leisure,Online,No,No,Yes,No,Low,Low,Aware,0
8709,Female,32,6-10 LPA,Salaried,Married,Kolkata,Graduate,Flight,Monsoon,Leisure,Online,No,Yes,No,No,Medium,High,Aware,1
8710,Male,43,3-6 LPA,Unemployed,Single,Kolkata,Graduate,Flight,Winter,Business,Online,No,No,Yes,Yes,Low,Low,Aware,1
8711,Female,54,10-15 LPA,Unemployed,Single,Chennai,Graduate,Flight,Summer,Leisure,Online,No,No,No,No,Low,Low,Aware,1
8712,Female,58,<3 LPA,Salaried,Married,Kolkata,Graduate,Own Vehicle,Winter,Leisure,Online,No,No,Yes,No,High,Low,Not Aware,0
8713,Female,43,3-6 LPA,Unemployed,Married,Mumbai,Graduate,Flight,Summer,Pilgrimage,Direct Booking,No,No,No,No,Medium,Low,Not Aware,0
8714,Male,45,10-15 LPA,Salaried,Single,Ahmedabad,High School,Bus,Summer,Leisure,Online,No,Yes,No,Yes,Medium,Medium,Aware,1
8715,Male,24,<3 LPA,Self-Employed,Single,Delhi,Post-Graduate,Bus,Winter,Leisure,Offline Agent,No,No,No,No,Medium,High,Aware,0
8716,Male,50,6-10 LPA,Salaried,Single,Chennai,High School,Flight,Summer,Business,Online,No,No,No,No,Medium,Low,Not Aware,0
8717,Male,50,10-15 LPA,Salaried,Divorced,Chennai,High School,Flight,Summer,Leisure,Offline Agent,No,Yes,No,No,High,High,Aware,1
8718,Female,33,6-10 LPA,Student,Single,Bangalore,Graduate,Own Vehicle,Monsoon,Business,Online,No,Yes,No,No,High,Medium,Aware,1
8719,Male,34,<3 LPA,Salaried,Single,Bangalore,High School,Train,Monsoon,Leisure,Online,No,Yes,Yes,No,Medium,High,Aware,1
8720,Female,28,<3 LPA,Salaried,Single,Delhi,Doctorate,Flight,Monsoon,Business,Direct Booking,No,Yes,No,No,Low,Medium,Aware,1
8721,Female,44,3-6 LPA,Salaried,Married,Hyderabad,Graduate,Bus,Monsoon,Family Visit,Online,No,No,Yes,No,High,High,Not Aware,0
8722,Male,38,3-6 LPA,Salaried,Married,Kolkata,Graduate,Bus,Summer,Business,Online,No,No,No,Yes,Medium,Low,Aware,0
8723,Male,55,>15 LPA,Self-Employed,Single,Kolkata,High School,Own Vehicle,Summer,Leisure,Direct Booking,No,No,Yes,No,High,Medium,Not Aware,0
8724,Male,45,6-10 LPA,Salaried,Single,Delhi,Graduate,Bus,Monsoon,Family Visit,Online,No,No,No,No,Medium,Medium,Not Aware,0
8725,Female,37,3-6 LPA,Student,Married,Chennai,Graduate,Bus,Winter,Leisure,Online,No,No,Yes,No,High,Medium,Aware,0
8726,Male,52,>15 LPA,Salaried,Single,Bangalore,Doctorate,Flight,Monsoon,Business,Offline Agent,No,No,Yes,Yes,Medium,Medium,Not Aware,1
8727,Female,44,6-10 LPA,Salaried,Single,Delhi,Graduate,Own Vehicle,Winter,Business,Offline Agent,Yes,No,Yes,No,Medium,High,Aware,0
8728,Male,27,3-6 LPA,Salaried,Married,Bangalore,Graduate,Bus,Winter,Family Visit,Online,No,No,Yes,Yes,High,Medium,Aware,0
8729,Female,33,3-6 LPA,Self-Employed,Married,Delhi,High School,Bus,Monsoon,Business,Online,No,No,Yes,Yes,High,High,Aware,0
8730,Male,47,<3 LPA,Salaried,Divorced,Kolkata,Graduate,Own Vehicle,Winter,Leisure,Offline Agent,No,No,No,Yes,High,Medium,Aware,0
8731,Male,25,>15 LPA,Salaried,Married,Delhi,Graduate,Own Vehicle,Winter,Business,Online,No,No,No,Yes,Low,Medium,Aware,1
8732,Female,56,6-10 LPA,Salaried,Single,Mumbai,High School,Bus,Monsoon,Business,Online,Yes,No,Yes,No,Medium,Low,Aware,0
8733,Male,46,10-15 LPA,Student,Married,Delhi,Graduate,Train,Summer,Family Visit,Online,No,No,No,No,Medium,High,Not Aware,0
8734,Male,51,3-6 LPA,Salaried,Single,Bangalore,Graduate,Flight,Winter,Leisure,Offline Agent,No,No,Yes,Yes,Low,High,Not Aware,1
8735,Male,30,10-15 LPA,Student,Single,Delhi,Post-Graduate,Bus,Monsoon,Family Visit,Online,No,No,Yes,Yes,Medium,Medium,Not Aware,0
8736,Male,46,<3 LPA,Salaried,Single,Hyderabad,Post-Graduate,Bus,Summer,Leisure,Online,No,Yes,Yes,No,High,High,Aware,1
8737,Male,42,>15 LPA,Salaried,Divorced,Kolkata,Graduate,Flight,Summer,Family Visit,Direct Booking,No,No,Yes,No,Medium,High,Not Aware,0
8738,Male,32,>15 LPA,Salaried,Married,Kolkata,Graduate,Bus,Summer,Leisure,Online,Yes,No,Yes,Yes,High,Medium,Aware,1
8739,Male,52,3-6 LPA,Salaried,Single,Mumbai,High School,Bus,Summer,Family Visit,Direct Booking,No,No,Yes,No,Low,Medium,Not Aware,0
8740,Female,47,10-15 LPA,Self-Employed,Single,Delhi,Graduate,Own Vehicle,Summer,Family Visit,Direct Booking,No,Yes,No,Yes,Low,Medium,Aware,1
8741,Female,53,10-15 LPA,Unemployed,Married,Ahmedabad,Graduate,Bus,Winter,Business,Offline Agent,No,Yes,Yes,No,Low,Medium,Not Aware,1
8742,Male,40,>15 LPA,Salaried,Married,Hyderabad,Graduate,Train,Summer,Business,Online,No,No,Yes,No,Medium,High,Not Aware,0
8743,Male,59,3-6 LPA,Salaried,Married,Bangalore,Graduate,Own Vehicle,Winter,Family Visit,Online,No,No,No,No,Medium,Medium,Not Aware,0
8744,Male,60,3-6 LPA,Salaried,Single,Pune,Graduate,Bus,Monsoon,Business,Online,No,No,No,No,Medium,High,Not Aware,0
8745,Female,33,10-15 LPA,Salaried,Married,Pune,High School,Bus,Monsoon,Family Visit,Offline Agent,No,No,No,Yes,Medium,Medium,Not Aware,0
8746,Female,34,10-15 LPA,Salaried,Married,Hyderabad,Graduate,Flight,Monsoon,Family Visit,Offline Agent,No,No,No,No,Medium,Medium,Aware,1
8747,Male,60,3-6 LPA,Student,Divorced,Kolkata,Post-Graduate,Flight,Summer,Leisure,Online,No,Yes,Yes,No,Medium,Medium,Aware,1
8748,Female,42,10-15 LPA,Salaried,Single,Mumbai,High School,Train,Monsoon,Leisure,Online,No,Yes,Yes,No,High,Low,Aware,1
8749,Male,38,<3 LPA,Student,Married,Bangalore,Graduate,Flight,Winter,Pilgrimage,Online,No,No,No,No,Medium,Low,Aware,0
8750,Male,49,10-15 LPA,Salaried,Single,Pune,Graduate,Flight,Winter,Family Visit,Online,No,No,No,No,Medium,High,Aware,1
8751,Male,36,3-6 LPA,Salaried,Married,Delhi,Post-Graduate,Train,Summer,Business,Offline Agent,Yes,No,No,Yes,High,Medium,Aware,0
8752,Male,55,3-6 LPA,Salaried,Single,Delhi,Graduate,Bus,Summer,Leisure,Online,No,No,Yes,No,Medium,Medium,Aware,0
8753,Female,54,3-6 LPA,Salaried,Married,Hyderabad,Post-Graduate,Flight,Monsoon,Family Visit,Online,Yes,No,No,Yes,Medium,Medium,Not Aware,1
8754,Female,23,3-6 LPA,Salaried,Single,Delhi,Graduate,Flight,Summer,Family Visit,Online,No,No,Yes,No,Low,Medium,Aware,0
8755,Male,24,6-10 LPA,Salaried,Married,Pune,Graduate,Train,Summer,Pilgrimage,Online,No,No,Yes,No,Medium,Medium,Aware,0
8756,Female,25,6-10 LPA,Salaried,Married,Bangalore,Post-Graduate,Flight,Monsoon,Leisure,Online,Yes,Yes,No,No,Low,Medium,Aware,1
8757,Female,30,3-6 LPA,Student,Married,Pune,Post-Graduate,Own Vehicle,Summer,Leisure,Online,Yes,No,No,Yes,High,High,Aware,0
8758,Male,49,<3 LPA,Salaried,Married,Kolkata,Post-Graduate,Flight,Winter,Business,Online,No,Yes,Yes,No,High,Medium,Aware,1
8759,Female,52,10-15 LPA,Student,Single,Bangalore,Post-Graduate,Bus,Summer,Family Visit,Online,No,Yes,Yes,No,Medium,Medium,Not Aware,1
8760,Male,51,3-6 LPA,Salaried,Single,Delhi,Graduate,Train,Monsoon,Pilgrimage,Online,No,Yes,Yes,No,Medium,Medium,Aware,1
8761,Male,22,6-10 LPA,Student,Married,Hyderabad,High School,Bus,Winter,Leisure,Online,No,No,No,No,Low,Medium,Aware,0
8762,Male,32,6-10 LPA,Salaried,Married,Delhi,Graduate,Bus,Monsoon,Leisure,Direct Booking,No,Yes,Yes,No,Medium,High,Not Aware,1
8763,Male,47,>15 LPA,Salaried,Single,Kolkata,High School,Bus,Monsoon,Leisure,Direct Booking,No,Yes,No,No,High,Medium,Not Aware,1
8764,Female,25,6-10 LPA,Unemployed,Married,Chennai,Graduate,Train,Summer,Family Visit,Online,No,No,Yes,Yes,Low,Low,Aware,0
8765,Male,57,<3 LPA,Salaried,Single,Delhi,Graduate,Own Vehicle,Monsoon,Leisure,Offline Agent,No,Yes,Yes,No,Medium,Medium,Not Aware,1
8766,Female,47,10-15 LPA,Self-Employed,Divorced,Mumbai,Graduate,Flight,Winter,Family Visit,Online,No,No,Yes,No,Medium,Low,Not Aware,0
8767,Male,43,>15 LPA,Self-Employed,Single,Delhi,Graduate,Bus,Winter,Leisure,Online,Yes,No,No,Yes,High,High,Aware,1
8768,Male,53,3-6 LPA,Salaried,Single,Kolkata,Graduate,Train,Winter,Leisure,Online,No,No,No,Yes,Low,Medium,Not Aware,0
8769,Female,24,>15 LPA,Unemployed,Single,Chennai,Graduate,Flight,Winter,Business,Direct Booking,No,No,Yes,No,Medium,Medium,Aware,1
8770,Male,41,6-10 LPA,Student,Married,Mumbai,Post-Graduate,Train,Summer,Leisure,Online,No,Yes,Yes,Yes,Low,Low,Not Aware,1
8771,Female,44,3-6 LPA,Student,Single,Hyderabad,Post-Graduate,Bus,Monsoon,Leisure,Online,Yes,No,Yes,Yes,High,Low,Aware,0
8772,Female,51,3-6 LPA,Unemployed,Married,Ahmedabad,Graduate,Train,Summer,Pilgrimage,Offline Agent,No,No,Yes,No,Medium,Medium,Not Aware,0
8773,Male,44,6-10 LPA,Salaried,Single,Mumbai,Graduate,Bus,Winter,Leisure,Online,No,Yes,Yes,No,Medium,High,Aware,1
8774,Male,30,3-6 LPA,Salaried,Single,Bangalore,Graduate,Train,Summer,Family Visit,Online,No,No,No,No,Medium,High,Aware,0
8775,Male,22,<3 LPA,Student,Married,Kolkata,Graduate,Bus,Monsoon,Leisure,Online,Yes,Yes,Yes,Yes,Low,Medium,Aware,1
8776,Male,51,<3 LPA,Salaried,Divorced,Chennai,High School,Flight,Monsoon,Leisure,Online,No,No,No,Yes,Medium,Medium,Aware,1
8777,Male,45,3-6 LPA,Salaried,Married,Bangalore,Post-Graduate,Train,Summer,Business,Online,No,No,Yes,No,Medium,High,Aware,0
8778,Male,24,3-6 LPA,Salaried,Married,Bangalore,Graduate,Train,Monsoon,Leisure,Direct Booking,No,No,Yes,No,High,Medium,Aware,0
8779,Female,31,6-10 LPA,Unemployed,Single,Pune,Graduate,Flight,Winter,Leisure,Offline Agent,No,No,No,No,High,Low,Aware,0
8780,Female,37,3-6 LPA,Salaried,Single,Mumbai,Graduate,Bus,Summer,Family Visit,Online,No,No,Yes,No,High,High,Aware,0
8781,Male,22,>15 LPA,Student,Single,Mumbai,Post-Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,No,No,Medium,High,Not Aware,0
8782,Female,26,3-6 LPA,Salaried,Divorced,Bangalore,High School,Bus,Winter,Leisure,Online,No,No,Yes,No,High,Medium,Aware,0
8783,Female,29,3-6 LPA,Salaried,Married,Kolkata,Graduate,Bus,Summer,Leisure,Online,No,No,Yes,No,High,High,Aware,0
8784,Male,25,<3 LPA,Student,Single,Hyderabad,Post-Graduate,Flight,Monsoon,Family Visit,Offline Agent,No,No,Yes,Yes,Low,Low,Not Aware,1
8785,Male,40,3-6 LPA,Unemployed,Single,Delhi,Graduate,Own Vehicle,Monsoon,Family Visit,Online,No,No,No,No,Medium,Medium,Aware,0
8786,Female,49,<3 LPA,Salaried,Single,Delhi,Graduate,Train,Winter,Family Visit,Online,No,No,Yes,No,High,Low,Not Aware,0
8787,Male,41,6-10 LPA,Salaried,Single,Chennai,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,No,Yes,High,High,Aware,0
8788,Female,29,10-15 LPA,Salaried,Married,Mumbai,Graduate,Train,Summer,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
8789,Male,48,<3 LPA,Student,Single,Delhi,High School,Train,Winter,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,0
8790,Female,28,3-6 LPA,Salaried,Single,Hyderabad,Graduate,Flight,Summer,Business,Online,No,No,Yes,Yes,High,Medium,Not Aware,1
8791,Female,51,<3 LPA,Salaried,Single,Chennai,Post-Graduate,Bus,Winter,Family Visit,Online,No,No,Yes,Yes,High,High,Aware,0
8792,Female,40,10-15 LPA,Student,Married,Ahmedabad,Post-Graduate,Bus,Monsoon,Leisure,Direct Booking,No,Yes,No,No,Medium,High,Not Aware,1
8793,Female,47,10-15 LPA,Salaried,Married,Kolkata,Graduate,Own Vehicle,Winter,Business,Online,No,No,No,No,High,Medium,Not Aware,0
8794,Male,28,<3 LPA,Salaried,Married,Mumbai,Post-Graduate,Bus,Winter,Leisure,Online,No,No,Yes,Yes,Low,Medium,Not Aware,0
8795,Male,41,3-6 LPA,Student,Married,Delhi,Graduate,Train,Summer,Leisure,Online,No,No,Yes,No,Medium,High,Not Aware,0
8796,Female,48,>15 LPA,Unemployed,Single,Bangalore,Doctorate,Flight,Monsoon,Family Visit,Online,No,No,Yes,No,Low,High,Aware,1
8797,Female,43,3-6 LPA,Unemployed,Single,Hyderabad,Post-Graduate,Bus,Summer,Family Visit,Online,No,No,Yes,No,High,Medium,Aware,0
8798,Male,26,6-10 LPA,Salaried,Married,Pune,Graduate,Bus,Summer,Leisure,Offline Agent,No,No,Yes,Yes,Medium,Medium,Aware,0
8799,Male,23,3-6 LPA,Unemployed,Single,Hyderabad,High School,Train,Monsoon,Pilgrimage,Online,No,No,Yes,No,Low,High,Aware,0
8800,Female,25,6-10 LPA,Student,Married,Mumbai,Graduate,Own Vehicle,Winter,Leisure,Offline Agent,No,No,No,No,Medium,Low,Aware,0
8801,Female,29,>15 LPA,Salaried,Divorced,Kolkata,Graduate,Bus,Summer,Pilgrimage,Direct Booking,No,No,No,No,Medium,High,Not Aware,0
8802,Female,27,>15 LPA,Self-Employed,Married,Hyderabad,Post-Graduate,Train,Winter,Business,Online,No,Yes,Yes,Yes,Low,Medium,Aware,1
8803,Female,24,10-15 LPA,Salaried,Single,Ahmedabad,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,Yes,Yes,No,Medium,High,Not Aware,1
8804,Female,59,3-6 LPA,Student,Divorced,Mumbai,Graduate,Bus,Winter,Leisure,Online,No,No,Yes,No,Medium,High,Aware,0
8805,Male,25,3-6 LPA,Student,Single,Hyderabad,Doctorate,Train,Monsoon,Pilgrimage,Online,No,No,No,Yes,Low,Low,Aware,0
8806,Female,31,3-6 LPA,Student,Married,Ahmedabad,Post-Graduate,Train,Monsoon,Leisure,Offline Agent,No,No,No,Yes,Medium,High,Aware,0
8807,Male,35,>15 LPA,Salaried,Single,Pune,Post-Graduate,Bus,Winter,Business,Online,No,No,Yes,No,Medium,Medium,Aware,1
8808,Male,54,6-10 LPA,Self-Employed,Married,Delhi,High School,Train,Monsoon,Leisure,Offline Agent,No,No,Yes,Yes,High,Medium,Not Aware,0
8809,Male,33,3-6 LPA,Salaried,Married,Pune,High School,Bus,Summer,Pilgrimage,Online,No,No,Yes,No,Low,Medium,Not Aware,0
8810,Female,27,<3 LPA,Unemployed,Married,Kolkata,High School,Bus,Summer,Leisure,Online,Yes,No,Yes,No,Medium,Medium,Not Aware,0
8811,Male,60,6-10 LPA,Self-Employed,Married,Pune,Post-Graduate,Own Vehicle,Winter,Business,Online,No,No,Yes,No,Medium,Low,Aware,0
8812,Male,26,>15 LPA,Salaried,Divorced,Mumbai,Graduate,Flight,Summer,Leisure,Online,No,Yes,Yes,No,High,High,Aware,1
8813,Male,59,6-10 LPA,Salaried,Single,Hyderabad,High School,Bus,Monsoon,Business,Offline Agent,Yes,Yes,Yes,No,High,Medium,Aware,1
8814,Male,50,<3 LPA,Self-Employed,Married,Delhi,Post-Graduate,Bus,Summer,Leisure,Online,No,No,No,Yes,High,Medium,Not Aware,0
8815,Female,42,<3 LPA,Salaried,Single,Kolkata,High School,Own Vehicle,Summer,Leisure,Direct Booking,Yes,No,Yes,Yes,Medium,Medium,Aware,0
8816,Female,45,3-6 LPA,Student,Single,Delhi,Graduate,Flight,Winter,Leisure,Online,No,No,No,No,High,Medium,Aware,0
8817,Male,48,>15 LPA,Salaried,Divorced,Delhi,Post-Graduate,Flight,Monsoon,Pilgrimage,Offline Agent,No,No,No,No,High,Low,Not Aware,0
8818,Male,40,>15 LPA,Self-Employed,Married,Pune,Graduate,Train,Summer,Leisure,Online,No,No,Yes,Yes,Low,Low,Aware,1
8819,Female,59,>15 LPA,Salaried,Single,Kolkata,Doctorate,Flight,Monsoon,Pilgrimage,Offline Agent,Yes,No,Yes,No,Medium,Medium,Not Aware,0
8820,Female,23,6-10 LPA,Self-Employed,Married,Pune,Graduate,Flight,Winter,Leisure,Online,No,Yes,Yes,No,Medium,Medium,Aware,1
8821,Female,25,6-10 LPA,Unemployed,Single,Ahmedabad,Graduate,Train,Summer,Leisure,Online,No,Yes,Yes,No,Medium,Medium,Not Aware,1
8822,Male,21,6-10 LPA,Self-Employed,Married,Ahmedabad,Graduate,Flight,Monsoon,Leisure,Online,No,No,Yes,No,High,Medium,Not Aware,0
8823,Female,35,6-10 LPA,Salaried,Married,Mumbai,Graduate,Own Vehicle,Summer,Business,Online,No,Yes,No,Yes,High,High,Aware,1
8824,Male,46,6-10 LPA,Unemployed,Married,Mumbai,Post-Graduate,Bus,Winter,Business,Direct Booking,No,No,Yes,Yes,High,Medium,Aware,0
8825,Male,23,3-6 LPA,Salaried,Single,Hyderabad,Post-Graduate,Own Vehicle,Winter,Business,Online,Yes,No,Yes,No,High,Low,Not Aware,0
8826,Female,60,6-10 LPA,Student,Single,Kolkata,Doctorate,Flight,Monsoon,Leisure,Online,No,Yes,Yes,No,High,Medium,Aware,1
